Is Fraudulent,Transaction ID,Customer ID,IP Address,Shipping Address,Billing Address,Transaction Amount,Transaction Date,Payment Method,Product Category,Quantity,Customer Age,Device Used,Account Age Days,Transaction Hour,Customer Location
0,7aa4929e-34d6-4109-b24a-32e6f2828375,845dd35e-7282-4941-be52-8d6e7cd05752,198.116.133.115,"039 Alan Plains Apt. 369
South Jennifer, NM 59371","85948 Katie Meadows Apt. 139
Aprilside, KY 40455",106.32,2024-02-20 15:32:50,PayPal,toys & games,4,28,desktop,246,15,North Jonathanborough
0,43b33421-b005-4a9e-90ac-0378c5c7201e,db797eb7-18f2-420e-b27a-1f0759dc3621,58.139.52.11,"54616 Larson Shoal
New Timothy, MI 40977","54616 Larson Shoal
New Timothy, MI 40977",93.89,2024-01-31 18:49:14,credit card,home & garden,2,42,tablet,317,18,Williamshaven
0,c742af3c-c17c-4098-97ff-b1cc6d3af97c,de29df9d-586c-42ea-aab4-f9bd24bb9b74,53.196.18.95,"50772 Emily Circle Apt. 466
Lopezmouth, OR 33252","50772 Emily Circle Apt. 466
Lopezmouth, OR 33252",295.37,2024-02-02 16:07:08,credit card,home & garden,4,16,tablet,281,16,Stephanietown
0,e7ebd66e-413b-46ab-8be6-57e3c854f2fe,acaf9030-ecb3-42c3-8a6f-ec79f1782e2f,46.42.241.44,"Unit 9442 Box 0504
DPO AP 26776","Unit 9442 Box 0504
DPO AP 26776",253.11,2024-03-23 04:06:42,PayPal,electronics,1,33,tablet,339,4,Douglasstad
0,0ab441d7-7d46-47d8-9fc1-196928bfecfb,f170d081-5bc7-456d-bf67-8091df75ede3,170.56.88.20,"99516 Frazier Run
Jamesfurt, ND 22803","99516 Frazier Run
Jamesfurt, ND 22803",678.85,2024-02-01 06:00:43,debit card,electronics,5,48,desktop,162,6,Lake Miguel
0,f8645af8-4985-4acd-b884-a4c2b2aef359,03e6b4cd-17de-40ee-ab86-6e30f9702272,102.249.144.7,"4692 Maxwell Parkways
Lake Monique, KS 83980","4692 Maxwell Parkways
Lake Monique, KS 83980",249.22,2024-01-13 13:23:02,debit card,toys & games,4,38,mobile,268,13,Gutierrezshire
0,acd5e46b-39d2-4e20-a750-5515c8664aef,2fd3d12c-b775-4333-9f7d-caa751b703d0,65.228.8.161,"300 Nguyen Groves Suite 833
Santoshaven, AK 13016","300 Nguyen Groves Suite 833
Santoshaven, AK 13016",194.75,2024-02-20 03:12:32,credit card,home & garden,3,43,desktop,152,3,East Robertfort
0,166d8025-a7b8-4cef-99f8-0ecb2869a14c,9a34e891-f705-4851-9678-13501eec6928,154.145.45.238,"430 Juan Brook Apt. 654
East Tina, MT 39944","430 Juan Brook Apt. 654
East Tina, MT 39944",218.30,2024-02-05 16:20:49,debit card,home & garden,2,43,mobile,33,16,Lake Joel
0,0af988c4-b65d-4960-93a3-eb3b88db1214,5f8cb937-785d-408b-8a37-6705df3cf663,55.149.196.215,"10850 John Bridge
Davidmouth, MH 19698","10850 John Bridge
Davidmouth, MH 19698",11.22,2024-01-11 09:03:35,debit card,clothing,2,25,desktop,144,9,Carolynton
0,bcdd6168-f927-4166-bcbb-1229f25b6496,1b3e4521-f2e5-46b4-9e4a-67bc654fa0b2,141.244.93.251,"USCGC Morris
FPO AA 90649","USCGC Morris
FPO AA 90649",408.64,2024-01-09 23:03:21,debit card,health & beauty,2,27,mobile,357,23,West Meganfort
0,a1843b74-7ba2-41ac-8510-f44799e2b98c,f5e9e039-0088-43a1-b69a-3ca8641b0ffe,101.26.235.141,"84192 Martin Isle
Rojasville, MI 51097","900 Brandon Ville
Gonzalezville, MH 60323",212.06,2024-03-03 00:57:31,PayPal,electronics,3,28,tablet,243,0,New Erikahaven
0,6bbc9dd4-db09-4d4e-a0e4-4b90f0ad5fb2,8f8f9447-1b3e-4bcd-8c7d-23adb1004d0d,85.63.61.226,"68164 Matthew Forest
Hunterborough, CO 89248","68164 Matthew Forest
Hunterborough, CO 89248",351.55,2024-02-14 05:49:26,PayPal,toys & games,2,25,mobile,236,5,Emilyburgh
0,741da9c6-b15e-48e0-b236-2c848d99402b,5e5e4c7f-15ab-4e42-9b15-c1b43d78ed60,181.138.157.53,"27108 James Lodge Apt. 263
Williamstad, MO 54141","27108 James Lodge Apt. 263
Williamstad, MO 54141",224.31,2024-03-30 01:52:10,bank transfer,electronics,3,20,desktop,88,1,Lake Christine
0,ce24419a-69d0-4396-96da-5d1596f93d09,107330b2-f49d-438c-9235-d1227a19ab46,106.48.48.253,"PSC 1211, Box 1156
APO AE 38370","PSC 1211, Box 1156
APO AE 38370",86.41,2024-01-16 19:58:04,credit card,toys & games,3,43,tablet,82,19,Lake Roberttown
0,1b31c6c9-312d-461f-b74e-0e06bd6be2d5,65fffcd9-8063-4956-b332-df33983fb509,54.220.194.184,"2381 Elizabeth Loaf Suite 251
East Brookechester, NC 21288","2381 Elizabeth Loaf Suite 251
East Brookechester, NC 21288",97.28,2024-03-07 22:04:51,debit card,toys & games,4,38,desktop,168,22,East Stephaniemouth
1,9eeea698-d013-40c6-b702-21bccf1e0fc7,8b320d9b-cdf1-4281-9939-1023380e2c54,194.191.192.220,"6447 Austin Mountain Suite 900
New Jessica, GU 84890","6447 Austin Mountain Suite 900
New Jessica, GU 84890",1695.90,2024-01-20 07:39:15,credit card,toys & games,3,38,tablet,1,7,Tylerton
0,65fa9a88-6cff-48b4-8cb0-fa06b457fbd6,048f89a9-7d9c-4c64-b6d8-9582010229be,32.61.113.42,"6278 Tim Trace
Breannaborough, IL 38729","6278 Tim Trace
Breannaborough, IL 38729",337.34,2024-03-10 17:57:00,bank transfer,home & garden,4,39,desktop,169,17,Lisaberg
0,46135d06-72a7-4a75-83c6-0642272756ca,179d150a-957b-44f5-bf69-cd2d3eda8768,220.209.174.156,"7094 Dean Road Apt. 101
Veronicaburgh, PW 98969","7094 Dean Road Apt. 101
Veronicaburgh, PW 98969",150.07,2024-03-03 22:07:35,PayPal,toys & games,3,42,desktop,109,22,Lake Haley
1,b03b0eb7-0118-4d19-84a9-c5b1127cfee0,19268d5a-870b-4328-a74c-0ef053238667,11.19.67.83,"274 Townsend Cliff
Griffinburgh, WI 43222","14454 Rachel Court Apt. 651
Brockmouth, MN 88150",53.24,2024-01-18 19:41:22,bank transfer,home & garden,2,37,tablet,360,1,Lake Georgetown
0,a4abae25-9497-45b1-acac-86b75b018168,e52a784b-04e5-45cb-a4e2-fd2cb147e2e8,81.130.191.105,"9344 Thomas Turnpike Apt. 097
Port Rebecca, OK 01758","9344 Thomas Turnpike Apt. 097
Port Rebecca, OK 01758",104.37,2024-02-22 08:04:26,PayPal,electronics,1,28,mobile,178,8,Danielborough
0,40b07fd4-1794-4fef-b953-4655391b0107,6a3c0e17-8dc9-4736-8984-77a91fa059b8,174.47.199.147,"66066 Gilmore Creek Suite 430
Thomasmouth, MT 92809","66066 Gilmore Creek Suite 430
Thomasmouth, MT 92809",496.33,2024-03-08 11:03:47,debit card,toys & games,2,11,desktop,291,11,Martinton
0,90ac33c9-d5fb-40ca-bc27-03f4e8298c1d,70cfc8d9-2848-400d-94ed-1dcda5e8fb9b,51.170.242.83,"1716 Perkins Garden Suite 405
Michaelborough, MO 97583","1716 Perkins Garden Suite 405
Michaelborough, MO 97583",29.25,2024-01-08 07:04:36,debit card,health & beauty,1,35,tablet,218,7,East Taylor
0,6609d865-5dc1-4530-b391-4b33b47162a5,fd1c275b-9fc7-4934-bc77-c8068a5d3f04,86.209.99.37,"21203 Singh Station Suite 170
Port Chadville, DC 15044","87426 Smith Hill
Lake Carlaburgh, ND 31861",315.16,2024-03-27 08:47:26,credit card,health & beauty,1,30,mobile,51,8,Cantumouth
0,4fdfafa4-cbfb-4a11-977f-09e70049c461,fa7b3f48-cf25-43f0-92a1-e05cf15e361e,165.125.107.15,"4863 Tammy Trail
Greenland, MT 60236","4863 Tammy Trail
Greenland, MT 60236",124.60,2024-03-28 10:47:22,PayPal,home & garden,4,31,tablet,314,10,West David
0,0b529303-6ef6-4bba-b82f-b899a6e7b54f,a98729c5-433d-4a19-bfa9-7f63c30c1975,39.66.1.227,"507 Frey Island
West Amandafurt, PR 81866","507 Frey Island
West Amandafurt, PR 81866",382.47,2024-01-25 01:58:53,PayPal,health & beauty,3,39,tablet,86,1,South Jamestown
0,5339c0dc-8e6d-48ed-82ad-64e6226d1d48,7f779859-8e33-46a3-b953-b72fb1e22616,173.91.80.1,"2721 Wong Locks
Michaelborough, MA 90195","2721 Wong Locks
Michaelborough, MA 90195",10.75,2024-02-09 03:52:49,PayPal,health & beauty,5,42,tablet,49,3,West Ericmouth
0,be095613-7b99-4abb-9621-310af3823ae2,9f60df18-e94a-435c-885c-d5f5474884cf,44.212.132.177,"USNS Mcdaniel
FPO AP 21140","USNS Mcdaniel
FPO AP 21140",182.73,2024-02-09 23:24:57,PayPal,clothing,3,29,tablet,271,23,South Aaron
0,2e642ea7-3d43-4715-8517-990434d41037,85438cb1-8e3a-45d6-a7a9-17da6e06641b,134.0.246.192,"90570 Patty Expressway
New Nicholas, SD 76480","90570 Patty Expressway
New Nicholas, SD 76480",284.82,2024-02-11 16:01:19,PayPal,health & beauty,5,31,desktop,227,16,Stevenstad
0,f1bd8de5-c677-465f-8950-701031728597,15a5d25e-b71c-4274-96d0-989c3863b9db,205.232.151.101,"36093 Reyes Crossing
Campbellville, RI 87612","36093 Reyes Crossing
Campbellville, RI 87612",62.20,2024-02-09 19:49:55,credit card,electronics,5,36,mobile,157,19,Campbellshire
0,d2f864f5-2c2f-4b8e-91d8-ddfde27e3e95,0653fb13-a116-4781-ab50-06b8d84ed98b,154.211.162.248,"8908 Bradley Mission Suite 336
Martinezside, VA 48691","8908 Bradley Mission Suite 336
Martinezside, VA 48691",545.64,2024-01-08 23:52:01,bank transfer,toys & games,2,39,tablet,204,23,Mckeeville
0,01ebbcf8-f607-4b3b-bff2-46fb8d2a9668,0001804c-969b-4421-b2c8-8ed4aa1a52c1,199.7.233.14,"10476 Zimmerman Port Apt. 381
North Gregorymouth, CA 81595","10476 Zimmerman Port Apt. 381
North Gregorymouth, CA 81595",82.48,2024-03-04 21:49:30,PayPal,clothing,4,11,tablet,351,21,West Valerie
0,5aa8068b-ee99-412f-83e3-1b7e1cd02cd1,00deb52c-1925-41d2-b93e-e83c010752e4,176.7.107.38,"958 Jones Spurs Apt. 654
Lake Jason, MH 26489","958 Jones Spurs Apt. 654
Lake Jason, MH 26489",112.71,2024-02-25 19:50:37,debit card,health & beauty,3,25,tablet,253,19,Jacksonfurt
0,75886cd5-7b7e-4b20-9816-8fcabb7ce772,3dde6976-e971-4e80-81fc-836e937b827d,176.133.73.123,"693 Angela Drives Apt. 885
West Tamara, MI 74589","693 Angela Drives Apt. 885
West Tamara, MI 74589",46.14,2024-03-23 04:15:24,debit card,health & beauty,2,33,mobile,238,4,North Melissachester
0,b6e84848-2f2a-449a-8820-fba69b6e556d,2c03c1ba-69d3-460c-97ad-8f39af1d7320,190.204.98.41,"564 Rowe Ways Apt. 852
Cooperview, FM 52758","564 Rowe Ways Apt. 852
Cooperview, FM 52758",158.87,2024-03-09 20:43:38,PayPal,clothing,3,41,desktop,124,20,North Mikeside
0,3f0c7ec9-0d56-48fb-b2fa-87accea32631,abe158fb-813d-487c-94af-4ffffdd1eb46,137.70.160.205,"Unit 2869 Box 4120
DPO AA 52353","Unit 2869 Box 4120
DPO AA 52353",466.78,2024-02-13 22:17:00,credit card,clothing,1,27,tablet,260,22,Laurenberg
1,e8e771b5-d96d-4d6a-8fe4-fdd482adbc26,d3575b38-1427-40dc-91a7-90f60d6b903f,143.10.142.188,"5095 Morgan Keys
West Krystal, NJ 48101","5095 Morgan Keys
West Krystal, NJ 48101",489.84,2024-03-14 12:21:58,bank transfer,health & beauty,5,36,tablet,12,12,Robertstad
0,7578c9ca-9d19-4084-bc01-3ff0ff945313,bff6efdc-c612-4686-8aa7-62306ce93121,162.216.163.157,"213 Christopher Point
Port Brandonberg, CO 09211","213 Christopher Point
Port Brandonberg, CO 09211",15.07,2024-03-25 19:57:13,PayPal,home & garden,2,27,tablet,62,19,Richardton
0,e713f211-97e7-460e-a7f9-74a96c20ac07,c8271880-84a2-4c85-9d83-db5e5ef0b259,135.47.2.45,"PSC 6038, Box 2902
APO AP 00873","PSC 6038, Box 2902
APO AP 00873",437.62,2024-02-02 22:45:40,debit card,electronics,1,28,desktop,60,22,North Beth
0,d2f244d6-eb5c-4d0f-bba0-8d472882f297,f0b831bf-8076-4b04-9122-2610092d8943,217.243.229.53,"1797 Young Land Suite 742
South Tracey, PA 79347","6899 Wiley Shores
Lake Robertbury, FM 73500",648.09,2024-01-06 09:59:22,PayPal,home & garden,4,39,mobile,283,9,Woodmouth
0,4bf31c64-8e79-463a-81a1-ab0c95694714,37f33a95-8224-4a72-a511-a507391f5609,196.129.109.141,"9862 Samantha Curve Suite 995
Port Tylerberg, MA 90283","9862 Samantha Curve Suite 995
Port Tylerberg, MA 90283",213.20,2024-03-25 00:06:36,PayPal,toys & games,5,30,tablet,6,0,Brownborough
0,0d480dde-8d8f-49f3-8632-80e9d3f42175,e3aeedc5-15d1-4652-b244-e0cb0b1bfe96,75.214.222.96,"112 Davis Unions Suite 745
East Daniellechester, GU 94959","112 Davis Unions Suite 745
East Daniellechester, GU 94959",15.22,2024-03-25 00:11:05,PayPal,home & garden,4,52,tablet,44,0,Brittanyton
0,ffbb754a-1976-4b47-a37c-04c751b27deb,7f3dbedf-aa31-4311-9719-84d7fb74efd2,56.160.236.96,"16067 Green Mills Suite 005
Tiffanystad, PR 78517","16067 Green Mills Suite 005
Tiffanystad, PR 78517",110.23,2024-01-23 23:44:28,PayPal,electronics,4,44,desktop,277,23,East Emily
0,37fad0ae-7d13-4c79-a41f-370884a78a42,0d4d714f-6293-4b8a-bcf9-ed080d28dbe1,71.109.31.5,"76437 Amber Spur Suite 437
Port Lindachester, ME 01158","76437 Amber Spur Suite 437
Port Lindachester, ME 01158",148.80,2024-02-03 01:56:59,credit card,health & beauty,4,21,tablet,126,1,Crystalview
0,8bfaf77c-4856-483b-925c-8c29851e5101,7f4c563e-fc47-4a5d-847d-fb1579e9ba63,198.228.174.86,"7171 Austin Spurs
Glennhaven, KY 27962","7171 Austin Spurs
Glennhaven, KY 27962",18.31,2024-01-19 20:25:04,credit card,toys & games,4,42,desktop,299,20,Lake Shannon
0,b2e2a2fd-4627-463f-8203-411b1290dbcd,e89604be-933b-4733-8ef4-ef4cc5d38d77,185.80.144.65,"16954 Wright Garden Suite 300
Donnashire, TX 28281","16954 Wright Garden Suite 300
Donnashire, TX 28281",778.44,2024-03-30 04:51:38,credit card,toys & games,3,28,tablet,209,4,East Megan
0,6b9c2f56-2b99-4c33-8716-8e098a9362d8,d13a8ae7-4d84-4f64-995d-588a53ac7c0d,44.192.229.173,"52929 Nancy Cliffs
Thomastown, VA 76218","52929 Nancy Cliffs
Thomastown, VA 76218",164.31,2024-01-19 01:17:16,credit card,toys & games,1,26,mobile,314,1,Alyssahaven
0,17f3f4c7-c7de-4d09-8feb-ddcebba27722,c85a92d5-48b2-431f-b7e7-5f4e55725c98,149.15.183.23,"7204 Kelly Stream Suite 730
South Sarahborough, VA 52029","7204 Kelly Stream Suite 730
South Sarahborough, VA 52029",581.19,2024-02-09 02:30:51,credit card,clothing,4,43,mobile,54,2,Pittsside
0,5ce6fc1a-9f28-4d76-b4f7-65835e552933,97e0cf19-ee98-4127-873e-ce1c504355f7,221.227.32.209,"6536 Clark Drive Apt. 458
Morganmouth, WA 48704","19342 Nina Mountain Apt. 192
Lake Patricia, MP 37757",158.54,2024-03-08 02:29:32,credit card,toys & games,2,48,desktop,274,2,Lindafurt
0,b4cba04e-340f-44bf-94fd-3511c0e406eb,505342c3-5e6f-4863-86a0-78128934de27,3.27.39.163,"0780 Villegas Unions
Garciaton, NH 22666","0780 Villegas Unions
Garciaton, NH 22666",13.54,2024-02-25 11:51:08,credit card,clothing,4,27,desktop,57,11,Lake Josephberg
0,ad515ea8-eb21-41ec-91b4-fa4e490d348e,35cc33fa-df1b-4955-b929-d2aae893ba83,52.123.80.4,"PSC 1814, Box 0060
APO AP 28590","PSC 1814, Box 0060
APO AP 28590",369.99,2024-03-06 05:17:08,credit card,home & garden,3,34,tablet,69,5,Gailshire
0,716b7715-c362-4bf8-8803-bb89d899b21c,6d8b9cdc-b25f-4930-8873-a73764fb1e4c,154.161.178.75,"6038 Roy Green
North Zachary, MS 32734","6031 Kirk Burg
Port James, NC 68726",147.92,2024-01-15 17:57:19,debit card,health & beauty,5,38,tablet,307,17,Adkinsside
0,8226cfbb-c048-4c0a-8284-a7861763d178,55f74d80-afd6-472a-bac3-c45b1c5774b4,33.188.147.130,"555 Smith Walk
Jasmineport, OK 30531","555 Smith Walk
Jasmineport, OK 30531",358.81,2024-02-04 21:38:10,bank transfer,toys & games,4,23,tablet,8,21,West Whitney
0,b52cb46f-2bc6-46e3-a14a-5b127537c50a,957a9721-1e3c-4b84-bcae-e5f785b9959e,210.8.118.60,"5032 George Creek
Smithmouth, DE 80153","5032 George Creek
Smithmouth, DE 80153",75.88,2024-01-30 09:33:13,bank transfer,toys & games,5,22,desktop,332,9,New Markview
0,c8c9af9e-0734-46e1-ba82-8818d604801c,6787a781-e0e9-4fb8-a2ba-21bbd1760a5b,116.28.149.131,"002 Ronald Knolls
East Deborah, MT 04210","002 Ronald Knolls
East Deborah, MT 04210",32.24,2024-03-16 07:16:18,bank transfer,health & beauty,2,48,desktop,156,7,North Samantha
0,99ce7489-d06a-48a8-82c7-c9e4817710eb,38ed17a4-47fe-424a-9ff5-e9acd930c7e4,87.9.140.105,"0269 Michael Shore Apt. 038
Duanechester, WV 29028","0269 Michael Shore Apt. 038
Duanechester, WV 29028",39.48,2024-02-11 10:55:50,debit card,home & garden,4,38,mobile,269,10,East Heather
0,d9725ca3-53d5-42a9-ac20-bfbabdb315f2,58c1d963-6e46-4ce1-b0ac-0915bdbd6703,67.140.202.70,"650 Jackson Valley Apt. 303
Amandamouth, MO 69517","650 Jackson Valley Apt. 303
Amandamouth, MO 69517",25.08,2024-02-20 19:04:58,debit card,health & beauty,1,44,desktop,238,19,Cartermouth
0,a045b71a-eee9-41f5-8806-c7fbb6583f7e,90e0859b-08bd-4957-b746-4abb9e991cb9,9.105.112.92,"787 Smith Walk Apt. 356
Saratown, IN 04147","787 Smith Walk Apt. 356
Saratown, IN 04147",463.41,2024-03-18 02:40:56,PayPal,electronics,5,38,mobile,123,2,Lake Marctown
0,d6fde03d-6625-4f5f-9061-4e94eb1dc8e0,423cfee6-0ea6-4e8d-8485-f81bb54d2fc0,176.18.183.247,"463 Kristina River
Lake Shannon, OH 99393","463 Kristina River
Lake Shannon, OH 99393",82.69,2024-01-23 04:34:06,credit card,electronics,2,34,desktop,216,4,East Hannah
0,449ef6a6-88c4-4d84-9f4e-cbdeb44e0eb1,5bbc6f5c-8ce4-4849-a227-dc7af3806f39,133.61.201.241,"6800 Carlson Ports Suite 605
West Susan, WV 62436","6800 Carlson Ports Suite 605
West Susan, WV 62436",42.08,2024-02-17 21:44:27,bank transfer,home & garden,4,41,tablet,302,21,Lake Maryside
0,3e6a239f-fa2f-4751-aa7a-0e07957d21e0,739ab427-0a91-44be-a08a-a0944706aaaf,79.145.251.123,"25143 Todd Rest
South Josephstad, FL 52511","25143 Todd Rest
South Josephstad, FL 52511",197.03,2024-02-24 17:40:21,PayPal,health & beauty,3,29,mobile,290,17,Michaelborough
0,7e91131a-8e53-4eb2-ab6c-9908057bf5fd,32062784-50dc-4718-bc5a-2b559090c0b5,214.97.20.221,"5160 Benson Station Suite 334
Coxfort, MH 97355","5160 Benson Station Suite 334
Coxfort, MH 97355",110.90,2024-02-15 06:48:43,PayPal,electronics,5,44,mobile,265,6,Lake Jeremyville
0,16dc58da-6ccd-40ca-afdd-ba3c827f8ae7,848e8905-6f4b-4b54-afaf-c38e6ecb1ad7,92.151.54.166,"5610 Philip Via
Jenniferstad, MI 51083","5610 Philip Via
Jenniferstad, MI 51083",48.05,2024-03-03 07:49:01,bank transfer,toys & games,3,13,desktop,58,7,Christophertown
0,b0323ab1-7eb9-4e6e-9bc3-540caa354a30,72e270bc-831f-47fc-8b52-911baa556764,67.71.109.66,"380 Ortega Courts Apt. 269
Lisastad, CA 12301","380 Ortega Courts Apt. 269
Lisastad, CA 12301",491.10,2024-01-16 20:19:26,PayPal,health & beauty,5,22,desktop,128,20,Port Katherine
0,845c1e48-2986-4892-a6b0-43f7c2a37afa,dad4c361-8026-4f82-ae25-4e657eda36ed,217.152.229.13,"9056 Lane Mills Suite 050
Ballardchester, NV 49624","9056 Lane Mills Suite 050
Ballardchester, NV 49624",56.90,2024-01-09 09:30:06,credit card,health & beauty,5,39,tablet,186,9,Jacksonfort
0,a9bf9410-87d1-4a6a-ab60-45883312085e,6718dddc-3466-4f84-8b85-2c9294f64e8b,85.215.30.93,"43629 Joseph Light
North Candaceborough, WY 45633","43629 Joseph Light
North Candaceborough, WY 45633",185.94,2024-02-01 13:17:04,debit card,health & beauty,1,36,tablet,238,13,South Adam
0,7feaca6d-a127-47be-aa8d-b7f24eaa5dc1,a9eab33b-4225-4398-9e1f-fee704ba44a4,62.178.59.127,"92614 Hughes Fords Apt. 810
Bryanville, OR 25860","92614 Hughes Fords Apt. 810
Bryanville, OR 25860",57.39,2024-01-01 15:13:53,debit card,home & garden,3,17,mobile,54,15,Port Leonardborough
0,dc9a55fb-eea4-4bac-abaf-528dc87e7243,76009478-5cc6-4b47-8886-cd210a5c285a,172.146.102.93,"USCGC Woods
FPO AP 85762","USCGC Woods
FPO AP 85762",408.71,2024-01-12 00:48:41,credit card,home & garden,2,32,tablet,303,0,Port Ronald
0,52d690d2-563a-4aab-abd5-f9a18e2e27d7,6355ef5d-6626-4608-9630-bfda1737ad5b,130.103.134.61,"4118 Gallegos Cove
Christopherside, TX 06139","4118 Gallegos Cove
Christopherside, TX 06139",96.82,2024-01-31 16:59:54,bank transfer,health & beauty,2,39,tablet,207,16,Thomasview
0,a608aeac-8730-4ee4-b42d-f5a06d94c4ff,edf6a0da-288d-4b48-ad07-4cceb6f5ea29,137.96.69.214,"Unit 3548 Box 6677
DPO AE 14154","Unit 3548 Box 6677
DPO AE 14154",33.57,2024-01-24 15:24:52,bank transfer,electronics,4,39,mobile,47,15,East Shannon
0,9d9138ad-86ed-414e-9934-f052c6015de1,c6880d8c-e032-423c-ba95-e7474b1df9b3,34.6.98.168,"7742 Pham Courts Apt. 674
Bradleyport, PR 90230","7742 Pham Courts Apt. 674
Bradleyport, PR 90230",282.55,2024-02-13 05:46:08,debit card,health & beauty,5,46,tablet,126,5,North Mirandafurt
0,c8b735e1-61a7-4dc8-b4de-b4033e5c2026,c9e3b311-de6b-4088-90da-3c8d48122980,36.100.170.223,"9358 James Flats
Wilsonhaven, PA 75384","9358 James Flats
Wilsonhaven, PA 75384",190.22,2024-01-06 01:50:27,debit card,health & beauty,2,49,tablet,20,1,Stewarthaven
0,1272b546-6848-4262-af3c-813cc7512076,732b0a60-1627-43d8-8df8-794561b38567,206.250.166.194,"668 Ryan Knoll
New Erika, OK 14961","668 Ryan Knoll
New Erika, OK 14961",225.36,2024-03-13 01:58:28,bank transfer,electronics,3,14,desktop,87,1,Maynardberg
0,eb42346f-6541-4f32-8ecb-9e774bbc5f68,dab555e3-832f-4e36-9a6f-126714fde9b2,115.151.150.245,"698 Johnson Turnpike Suite 054
Port Joshuaburgh, TN 28557","698 Johnson Turnpike Suite 054
Port Joshuaburgh, TN 28557",141.47,2024-03-20 03:52:07,bank transfer,health & beauty,5,44,mobile,20,3,Boylemouth
0,e347dd4c-370b-4786-98c2-8f1eb1b3168f,4553f9b0-607f-4e8c-aee3-369c2e6dce2c,159.255.224.147,"42264 Smith Divide Apt. 277
South Yvonneberg, NV 30685","42264 Smith Divide Apt. 277
South Yvonneberg, NV 30685",24.37,2024-03-10 22:36:25,debit card,electronics,4,36,tablet,182,22,West Benjamin
0,a961efa6-4e5d-4de9-983b-5127e898d36c,ce40bbab-5ef1-4b25-8130-c4dcfdc322ce,147.117.19.219,"8628 James Mill
Lopezbury, IN 19186","8628 James Mill
Lopezbury, IN 19186",47.33,2024-03-01 06:53:13,PayPal,clothing,2,30,desktop,259,6,Brianstad
0,edf732b7-bd6a-422b-a1f0-86515cf6ef75,319cf738-bce9-4a04-9030-bddf9aa542ef,64.128.119.17,"8429 Horn Manors
Sarahstad, WA 60271","8429 Horn Manors
Sarahstad, WA 60271",213.07,2024-01-29 07:06:15,credit card,clothing,2,42,desktop,72,7,Robertston
0,2dac3037-9030-4311-a88d-600684825a59,b7d6c194-e03a-4ba2-a20b-cb2be043786c,139.249.69.168,"5431 Garcia Street Apt. 760
Jonathonmouth, RI 21252","5431 Garcia Street Apt. 760
Jonathonmouth, RI 21252",68.20,2024-01-02 07:52:14,PayPal,health & beauty,1,53,desktop,76,7,Elizabethside
0,ebab9e9f-a40f-49f3-a541-58ce4ca1b65f,063ebd85-0696-4dfd-95f3-47e0bf195acd,21.148.209.80,"12940 Kim Place Suite 996
Haynesville, NH 22822","12940 Kim Place Suite 996
Haynesville, NH 22822",178.17,2024-01-03 17:49:10,bank transfer,health & beauty,2,49,mobile,57,17,New Heidiburgh
0,20b8ad16-4bce-4fe1-b3aa-3fae0fdf5e79,eb92d6e2-8d53-4aa1-b57d-a82f1603c5d2,49.113.58.241,"44628 Amanda Rapid
Port Alexandratown, MD 76746","44628 Amanda Rapid
Port Alexandratown, MD 76746",21.25,2024-03-05 12:03:12,credit card,electronics,4,49,tablet,98,12,Lake Michael
1,52710477-f4e1-48f4-af4f-c4ba1e3c03a3,f451d815-cd95-41a8-8e3b-7f6b0703f4aa,121.70.139.181,"5610 Chelsea Walks Suite 428
Lake Martin, ND 89466","5610 Chelsea Walks Suite 428
Lake Martin, ND 89466",74.15,2024-01-26 11:05:28,bank transfer,toys & games,3,34,desktop,11,2,Lawrenceberg
0,49d4f2fa-f5dc-4ca4-93e3-cc3d7c6e1763,6327c582-a851-44da-bf56-46619714fc78,212.88.76.128,"16741 Kathleen Turnpike Apt. 543
West Jose, IL 04336","16741 Kathleen Turnpike Apt. 543
West Jose, IL 04336",138.74,2024-02-21 00:07:00,PayPal,clothing,4,31,tablet,68,0,New Brandon
0,1d8ff116-6f8c-498f-9652-abe743233ae7,76301228-3522-4e11-a224-93a8ede42c47,174.148.27.133,"756 Flores Loop Apt. 976
North Tiffany, NE 22846","756 Flores Loop Apt. 976
North Tiffany, NE 22846",227.58,2024-01-26 06:28:55,PayPal,health & beauty,5,35,tablet,160,6,Gallegosstad
0,589588ae-d5ed-4a19-9d95-4bc3499e2664,724d9977-99b8-4c82-83d9-a0c9f0f92391,204.59.24.58,"USS Cochran
FPO AA 65775","USS Cochran
FPO AA 65775",570.50,2024-03-15 12:44:40,debit card,electronics,1,37,desktop,339,12,Marthaland
0,c5c82ff6-2bcf-4a7c-814d-7c751e13895b,957c9319-5925-4ae3-aa11-338fd7a8c2ce,218.238.255.78,"4355 Sandra Corners Apt. 026
Lake Melvinstad, MD 11856","4355 Sandra Corners Apt. 026
Lake Melvinstad, MD 11856",184.11,2024-02-29 03:50:36,PayPal,toys & games,3,26,tablet,316,3,Floresfurt
0,9435ad1c-e1d2-4849-8cc7-659f8e69b0ed,8580efe7-2cdf-4a7b-9193-0f4e738bc152,92.93.252.246,"15225 Alexis Fords Apt. 550
New Sharonbury, FL 93962","15225 Alexis Fords Apt. 550
New Sharonbury, FL 93962",241.81,2024-02-27 20:59:59,debit card,toys & games,4,27,desktop,329,20,Lindseyborough
